"ISSN","Título","Área de Avaliação","Estrato"
"1683-9919","ASIAN JOURNAL OF ANIMAL AND VETERINARY ADVANCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2321-0893","ASIAN JOURNAL OF APPLIED SCIENCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1011-2367","ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1976-5517","ASIAN-AUSTRALIANS JOURNAL OF ANIMAL SCIENCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0260-2938","ASSESSMENT AND EVALUATION IN HIGHER EDUCATION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1668-7515","ASTROLABIO (BUENOS AIRES)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1982-1956","ATELIÊ GEOGRÁFICO (UFG)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2241-2891","ATINER'S CONFERENCE PAPER SERIES, NO: ART2012-0216","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0261-1929","ATLA. ALTERNATIVES TO LABORATORY ANIMALS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2165-3887","ATLANTIC MARKETING JOURNAL (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1809-0354","ATOS DE PESQUISA EM EDUCAÇÃO (FURB)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0892-8916","ATS NEWS (1986)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2283-8279","ATTACCAMENTO E SISTEMI COMPLESSI","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1518-9597","AUGUSTO GUZZO REVISTA ACADÊMICA (SÃO PAULO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1677-0471","AVALIAÇÃO PSICOLÓGICA (IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2175-3431","Avaliação Psicológica (Online)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1982-5765","AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1414-4077","AVALIAÇÃO: REVISTA DA AVALIAÇÃO DA EDUCAÇÃO SUPERIOR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1519-7859","AÇÃO ERGONÔMICA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2238-0701","Ação Midiática - Estudos em Comunicação, Sociedade e Cultura","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0103-8117","BAHIA ANALISE & DADOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0103-8117","Bahia Análise & Dados","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1807-7692","BAR. BRAZILIAN ADMINISTRATION REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1984-8196","BASE (SÃO LEOPOLDO. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1807-054X","BASE (UNISINOS)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1984-8196","BASE - REVISTA DE ADMINISTRAÇÃO E CONTABILIDADE DA UNISINOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1984-8196","BASE - Revista de Administração e Contabilidade da unisinos","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1808-2386","BBR. Brazilian Business Review","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1807-734X","BBR. BRAZILIAN BUSINESS REVIEW (EDIÇÃO EM PORTUGUÊS. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1808-2386","BBR. Brazilian Business Review (English Ed.)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1808-2386","BBR. BRAZILIAN BUSINESS REVIEW (ENGLISH EDITION. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2316-6614","BELAS INFIÉIS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1463-5771","BENCHMARKING (BRADFORD)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1138-9796","BIBLIO 3W (BARCELONA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1809-4775","BIBLIONLINE (JOÃO PESSOA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1562-4730","BIBLIOS (LIMA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0102-4388","BIBLOS (RIO GRANDE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2117-4458","BIO WEB OF CONFERENCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2236-9171","BIOENERGIA EM REVISTA: DIÁLOGOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0961-9534","BIOMASS & BIOENERGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0006-355X","BIORHEOLOGY (OXFORD)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1516-3725","BIOSCIENCE JOURNAL (UFU. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1537-5110","BIOSYSTEMS ENGINEERING","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1676-0603","BIOTA NEOTROPICA (EDIÇÃO EM PORTUGUÊS. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1472-6920","BMC Medical Education","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1472-6955","BMC NURSING (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1471-2229","BMC PLANT BIOLOGY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1471-2393","BMC PREGNANCY AND CHILDBIRTH (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2050-7283","BMC PSYCHOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1471-2458","BMC PUBLIC HEALTH (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1414-9230","BNDES SETORIAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2236-3637","BOLETIM CAMPINEIRO DE GEOGRAFIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1983-9774","BOLETIM CENTRO DE PESQUISA E PROCESSAMENTO DE ALIMENTOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2237-6208","BOLETIM DE ANÁLISE POLÍTICO-INSTITUCIONAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2176-9915","BOLETIM DE ECONOMIA E POLÍTICA INTERNACIONAL (IPEA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0067-9615","BOLETIM DE INDÚSTRIA ANIMAL (IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1981-4100","BOLETIM DE INDÚSTRIA ANIMAL (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1981-3384","BOLETIM TEMPO PRESENTE (UFRJ)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1808-1320","BOLETIM ESTATÍSTICAS PÚBLICAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2237-8006","BOLETIM GOVERNET DE ADMINISTRAÇÃO PÚBLICA E GESTÃO MUNICIPAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2357-9145","BOLETIM HISTORIAR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0067-964X","BOLETIM PARANAENSE DE GEOCIÊNCIAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2177-1847","Boletim Regional, Urbano e Ambiental (IPEA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2177-1847","BOLETIM REGIONAL, URBANO E AMBIENTAL - IPEA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0102-549X","BOLETIM TÉCNICO DO SENAC","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1676-5664","BOLETIM TÉCNICO-CIENTÍFICO DO CEPNOR","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1134-993X","BOLETIN DE LA ASOCIACION INTERNACIONAL DE DERECHO COOPERATIVO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0041-8633","BOLETÍN MEXICANO DE DERECHO COMPARADO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0006-8705","BRAGANTIA (SÃO PAULO, SP. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1935-861X","BRAIN STIMULATION: BASIC, TRANSLATIONAL AND CLINICAL RESEARCH IN NEUROMODULATION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1808-1983","BRASIL EM NÚMEROS (EDIÇÃO EM INGLÊS. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2245-4373","BRASILIANA : JOURNAL FOR BRAZILIAN STUDIES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1806-4760","BRAZILIAN DENTAL JOURNAL (IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2179-2321","BRAZILIAN GEOGRAPHICAL JOURNAL: GEOSCIENCES AND HUMANITIES RESEARCH MEDIUM","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1678-4375","BRAZILIAN JOURNAL OF BIOLOGY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"2359-6724","Brazilian Journal of Biosystems Engineering","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1981-6723","BRAZILIAN JOURNAL OF FOOD TECHNOLOGY (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2317-4889","BRAZILIAN JOURNAL OF GEOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"1981-1640","BRAZILIAN JOURNAL OF INFORMATION SCIENCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1679-8171","BRAZILIAN JOURNAL OF OPERATIONS AND PRODUCTION MANAGEMENT","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1677-3225","BRAZILIAN JOURNAL OF ORAL SCIENCES","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2196-288X","BRAZILIAN JOURNAL OF SCIENCE AND TECHNOLOGY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2446-8509","BRAZILIAN KEYNESIAN REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1981-3821","BRAZILIAN POLITICAL SCIENCE REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1980-2447","BRAZILIAN REVIEW OF ECONOMETRICS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0007-070X","BRITISH FOOD JOURNAL (1966)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0007-1145","BRITISH JOURNAL OF NUTRITION","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0007-1234","BRITISH JOURNAL OF POLITICAL SCIENCE (PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"0007-1269","BRITISH JOURNAL OF PSYCHOLOGY (1953)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"1310-0351","BULGARIAN JOURNAL OF AGRICULTURAL SCIENCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0007-4403","BULLETIN DE PSYCHOLOGIE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0007-6503","BUSINESS & SOCIETY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2151-6219","BUSINESS AND ECONOMICS JOURNAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2374-1414","BUSINESS CREATIVITY AND THE CREATIVE ECONOMY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"0962-8770","BUSINESS ETHICS (OXFORD. PRINT)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0007-6791","BUSINESS HISTORY","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A2"
"0007-6813","BUSINESS HORIZONS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"1463-7154","BUSINESS PROCESS MANAGEMENT JOURNAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","A1"
"2280-3866","BUSINESS SYSTEMS REVIEW","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1678-4456","BRAZILIAN JOURNAL VETERINARY RES. AND ANIMAL SCIENCE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0213-8093","C.I.R.I.E.C. ESPAÑA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"0103-4979","CADERNO CRH (UFBA. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1516-1803","CADERNO DE ADMINISTRAÇÃO (UEM)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2316-5952","CADERNO DE ESTUDOS E PESQUISA DO TURISMO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2316-5952","CADERNO DE ESTUDOS E PESQUISAS DO TURISMO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2316-5952","Caderno de Estudos e Pesquisas do Turismo","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2318-2962","CADERNO DE GEOGRAFIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2318-2962","Caderno de Geografia (PUCMG)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B2"
"2177-8736","Caderno de Pesquisas em Administração (USP) (Cessou em 2005. Cont. ISSN 1809-2276 REGE. Revista de Gestão USP)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1981-3082","CADERNO ESPAÇO FEMININO (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1983-0882","CADERNO PEDAGÓGICO (LAJEADO. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2237-5422","Caderno Profissional de Administração (CPA) - UNIMEP","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2237-5422","CADERNO PROFISSIONAL DE ADMINISTRAÇÃO - CPA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2237-5422","Caderno Profissional de Administração da UNIMEP","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2317-6466","CADERNO PROFISSIONAL DE MARKETING","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2176-5774","CADERNO PRUDENTINO DE GEOGRAFIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2176-5774","Caderno Prudentino de Geografia","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1677-6976","CADERNO VIRTUAL DE TURISMO (UFRJ)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"2446-8452","CADERNOS 28 DE AGOSTO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1519-0951","CADERNOS ADENAUER (SÃO PAULO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1679-3765","CADERNOS DA ESCOLA DE NEGÓCIOS DA UNIBRASIL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1676-8450","CADERNOS DA ESCOLA DO LEGISLATIVO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1678-1244","CADERNOS DA FUCAMP","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2236-7934","Cadernos de Agroecologia","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1413-2095","CADERNOS DE ARQUITETURA E URBANISMO (PUCMG)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"0007-9421","Cadernos de Biblioteconomia, Arquivística e Documentação","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"0104-1096","CADERNOS DE CIÊNCIA & TECNOLOGIA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1808-3102","CADERNOS DE CIÊNCIAS SOCIAIS APLICADAS (UESB)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1677-9061","CADERNOS DE COMUNICAÇÃO (UFSM)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2178-079X","CADERNOS DE EDUCAÇÃO -UFPEL (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2179-1562","CADERNOS DE ESTUDOS E PESQUISAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0102-4248","CADERNOS DE ESTUDOS SOCIAIS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"1806-8944","CADERNOS DE FINANÇAS PÚBLICAS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2316-3143","Cadernos de Graduação: ciências humanas e sociais,","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2318-5414","CADERNOS DE INOVAÇÃO EM PEQUENOS NEGÓCIOS","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"0104-9712","CADERNOS DE LINGUAGEM E SOCIEDADE","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1646-7280","CADERNOS DE PEDAGOGIA SOCIAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2186-4614","CADERNOS DE PEDAGOGIA SOCIAL","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2178-2229","CADERNOS DE PESQUISA","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"0100-1574","CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. IMPRESSO)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"1980-5314","CADERNOS DE PESQUISA (FUNDAÇÃO CARLOS CHAGAS. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B1"
"0102-4175","CADERNOS DE PESQUISA (UFMA)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1984-8951","CADERNOS DE PESQUISA INTERDISCIPLINAR EM CIÊNCIAS HUMANAS (ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
"2175-2613","CADERNOS DE PESQUISA: PENSAMENTO EDUCACIONAL (CURITIBA. ONLINE)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"2317-0026","CADERNOS DE PROSPECÇÃO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"2317-0026","CADERNOS DE PROSPECÇÃO","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B3"
"1413-6295","CADERNOS DE PSICANÁLISE (CÍRCULO PSICANALÍTICO/RJ)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B4"
"1516-3717","CADERNOS DE PSICOLOGIA SOCIAL DO TRABALHO (USP)","ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO","B5"
