"ISSN","TITULO","AREA DE AVALIACAO","ESTRATO"
"1745-5111","PEDIATRIC HEALTH","MEDICINA I","B4"
"0888-0018","PEDIATRIC HEMATOLOGY AND ONCOLOGY","MEDICINA I","B2"
"1432-198X","PEDIATRIC NEPHROLOGY","MEDICINA I","B1"
"0931-041X","PEDIATRIC NEPHROLOGY (BERLIN, WEST)","MEDICINA I","B1"
"0887-8994","PEDIATRIC NEUROLOGY","MEDICINA I","B2"
"1016-2291","PEDIATRIC NEUROSURGERY","MEDICINA I","B4"
"2047-6310","PEDIATRIC OBESITY","MEDICINA I","A2"
"8755-6863","PEDIATRIC PULMONOLOGY","MEDICINA I","B1"
"1099-0496","PEDIATRIC PULMONOLOGY","MEDICINA I","B1"
"1099-0496","PEDIATRIC PULMONOLOGY (ONLINE)","MEDICINA I","B1"
"0301-0449","PEDIATRIC RADIOLOGY","MEDICINA I","B2"
"0031-3998","PEDIATRIC RESEARCH","MEDICINA I","B1"
"1546-0096","PEDIATRIC RHEUMATOLOGY ONLINE JOURNAL","MEDICINA I","B2"
"0179-0358","PEDIATRIC SURGERY INTERNATIONAL","MEDICINA I","B2"
"0179-0358","PEDIATRIC SURGERY INTERNATIONAL (PRINT)","MEDICINA I","B2"
"1397-3142","PEDIATRIC TRANSPLANTATION","MEDICINA I","B2"
"0031-4005","PEDIATRICS (EVANSTON)","MEDICINA I","A1"
"1328-8067","PEDIATRICS INTERNATIONAL","MEDICINA I","B3"
"2167-8359","PEERJ","MEDICINA I","B2"
"2167-9843","PEERJ PREPRINTS","MEDICINA I","B2"
"1679-494X","PENSANDO FAMILIAS","MEDICINA I","B5"
"1980-6183","PENSAR A PRATICA (ONLINE)","MEDICINA I","C"
"1415-4676","PENSAR A PRATICA (UFG. IMPRESSO)","MEDICINA I","C"
"0196-9781","PEPTIDES (NEW YORK, N.Y. 1980)","MEDICINA I","B1"
"0031-5125","PERCEPTUAL AND MOTOR SKILLS","MEDICINA I","B3"
"0267-6591","PERFUSION (LONDON)","MEDICINA I","B2"
"0103-9393","PERIODONTIA (FORTALEZA)","MEDICINA I","C"
"0896-8608","PERITONEAL DIALYSIS INTERNATIONAL","MEDICINA I","B2"
"0100-2929","PERSPECTIVAS MEDICAS (FMJ)","MEDICINA I","C"
"1519-0501","PESQUISA BRASILEIRA EM ODONTOPEDIATRIA E CLINICA INTEGRADA (IMPRESSO)","MEDICINA I","B4"
"1519-8774","PESQUISA FAPESP (IMPRESSO)","MEDICINA I","C"
"1678-5142","PESQUISA OPERACIONAL (ONLINE)","MEDICINA I","B5"
"0100-736X","PESQUISA VETERINARIA BRASILEIRA","MEDICINA I","B4"
"0100-736X","PESQUISA VETERINARIA BRASILEIRA (IMPRESSO)","MEDICINA I","B4"
"1678-5150","PESQUISA VETERINARIA BRASILEIRA (ONLINE)","MEDICINA I","B4"
"1432-2013","PFLUEGERS ARCHIV","MEDICINA I","A2"
"0031-6768","PFLUEGERS ARCHIV","MEDICINA I","A2"
"2153-2435","PHARMACEUTICA ANALYTICA ACTA","MEDICINA I","C"
"1388-0209","PHARMACEUTICAL BIOLOGY","MEDICINA I","B2"
"1744-5116","PHARMACEUTICAL BIOLOGY (ONLINE)","MEDICINA I","B2"
"1053-8569","PHARMACOEPIDEMIOLOGY AND DRUG SAFETY","MEDICINA I","B1"
"1744-6872","PHARMACOGENETICS AND GENOMICS (PRINT)","MEDICINA I","B1"
"1462-2416","PHARMACOGENOMICS (LONDON)","MEDICINA I","B1"
"1470-269X","PHARMACOGENOMICS JOURNAL (PRINT)","MEDICINA I","A2"
"0975-3575","PHARMACOGNOSY JOURNAL","MEDICINA I","B3"
"0973-1296","PHARMACOGNOSY MAGAZINE","MEDICINA I","B3"
"0974-8490","PHARMACOGNOSY RESEARCH","MEDICINA I","B2"
"2044-4648","PHARMACOLOGIA","MEDICINA I","C"
"1734-1140","PHARMACOLOGICAL REPORTS","MEDICINA I","B1"
"1043-6618","PHARMACOLOGICAL RESEARCH","MEDICINA I","A1"
"0163-7258","PHARMACOLOGY & THERAPEUTICS (OXFORD)","MEDICINA I","A1"
"2052-1707","PHARMACOLOGY RESEARCH & PERSPECTIVES","MEDICINA I","B5"
"0091-3057","PHARMACOLOGY, BIOCHEMISTRY AND BEHAVIOR","MEDICINA I","B1"
"1827-8620","PHARMACOLOGYONLINE (SALERNO)","MEDICINA I","B4"
"0277-0008","PHARMACOTHERAPY (CARLISLE, MA.)","MEDICINA I","B1"
"1885-642X","PHARMACY PRACTICE","MEDICINA I","B3"
"1886-3655","PHARMACY PRACTICE (GRANADA. INTERNET)","MEDICINA I","B3"
"1747-5341","PHILOSOPHY, ETHICS, AND HUMANITIES IN MEDICINE","MEDICINA I","B2"
"0268-3555","PHLEBOLOGY (LONDON)","MEDICINA I","B2"
"1474-905X","PHOTOCHEMICAL & PHOTOBIOLOGICAL SCIENCES (PRINT)","MEDICINA I","B1"
"1474-9092","PHOTOCHEMICAL SCIENCES (ONLINE)","MEDICINA I","B1"
"0031-8655","PHOTOCHEMISTRY AND PHOTOBIOLOGY","MEDICINA I","B2"
"0905-4383","PHOTODERMATOLOGY, PHOTOIMMUNOLOGY & PHOTOMEDICINE","MEDICINA I","B2"
"1572-1000","PHOTODIAGNOSIS AND PHOTODYNAMIC THERAPY (PRINT)","MEDICINA I","B1"
"1549-5418","PHOTOMEDICINE AND LASER SURGERY","MEDICINA I","B2"
"1557-8550","PHOTOMEDICINE AND LASER SURGERY (ONLINE)","MEDICINA I","B2"
"2193-0643","PHOTONICS AND LASERS IN MEDICINE","MEDICINA I","B3"
"1120-1797","PHYSICA MEDICA (TESTO STAMPATO)","MEDICINA I","B2"
"0378-4371","PHYSICA. A (PRINT)","MEDICINA I","B1"
"0921-4526","PHYSICA. B, CONDENSED MATTER (PRINT)","MEDICINA I","B2"
"2471-0377","PHYSICAL MEDICINE AND REHABILITATION - INTERNATIONAL","MEDICINA I","C"
"0163-1829","PHYSICAL REVIEW B - CONDENSED MATTER AND MATERIALS PHYSICS","MEDICINA I","B4"
"1550-7998","PHYSICAL REVIEW. D, PARTICLES, FIELDS, GRAVITATION, AND COSMOLOGY","MEDICINA I","A2"
"2470-0045","PHYSICAL REVIEW. E, STATISTICAL, NONLINEAR, AND SOFT MATTER PHYSICS (PRINT)","MEDICINA I","B1"
"0031-9023","PHYSICAL THERAPY","MEDICINA I","B1"
"1466-853X","PHYSICAL THERAPY IN SPORT","MEDICINA I","B2"
"0031-9155","PHYSICS IN MEDICINE AND BIOLOGY (PRINT)","MEDICINA I","B1"
"0370-2693","PHYSICS LETTERS. B (PRINT)","MEDICINA I","A1"
"1571-0645","PHYSICS OF LIFE REVIEWS (PRINT)","MEDICINA I","A1"
"0031-9317","PHYSIOLOGIA PLANTARUM (KOBENHAVN. 1948)","MEDICINA I","A2"
"1531-2267","PHYSIOLOGICAL GENOMICS (ONLINE)","MEDICINA I","B1"
"1094-8341","PHYSIOLOGICAL GENOMICS (PRINT)","MEDICINA I","B1"
"1361-6579","PHYSIOLOGICAL MEASUREMENT","MEDICINA I","B2"
"0967-3334","PHYSIOLOGICAL MEASUREMENT (PRINT)","MEDICINA I","B2"
"1669-5402","PHYSIOLOGICAL MINI-REVIEWS (IMPRESA)","MEDICINA I","C"
"2051-817X","PHYSIOLOGICAL REPORTS","MEDICINA I","B4"
"0031-9333","PHYSIOLOGICAL REVIEWS","MEDICINA I","A1"
"1548-9213","PHYSIOLOGY","MEDICINA I","A1"
"0031-9384","PHYSIOLOGY & BEHAVIOR","MEDICINA I","B1"
"0031-9406","PHYSIOTHERAPY","MEDICINA I","B2"
"1358-2267","PHYSIOTHERAPY RESEARCH INTERNATIONAL","MEDICINA I","B2"
"0959-3985","PHYSIOTHERAPY THEORY AND PRACTICE","MEDICINA I","B2"
"0103-7331","PHYSIS (UERJ. IMPRESSO)","MEDICINA I","B4"
"0103-7331","PHYSIS (UERJ. IMPRESSO)","MEDICINA I","B4"
"1809-4481","PHYSIS [ON LINE]","MEDICINA I","B4"
"0958-0344","PHYTOCHEMICAL ANALYSIS","MEDICINA I","B1"
"0031-9422","PHYTOCHEMISTRY","MEDICINA I","B1"
"1874-3900","PHYTOCHEMISTRY LETTERS (PRINT)","MEDICINA I","B2"
"0944-7113","PHYTOMEDICINE (STUTTGART)","MEDICINA I","B1"
"0031-949X","PHYTOPATHOLOGY","MEDICINA I","B1"
"1755-1471","PIGMENT CELL & MELANOMA RESEARCH (PRINT)","MEDICINA I","A2"
"2055-5784","PILOT AND FEASIBILITY STUDIES","MEDICINA I","B5"
"1573-7403","PITUITARY (DORDRECHT. ONLINE)","MEDICINA I","A2"
"1386-341X","PITUITARY (NEW YORK)","MEDICINA I","A2"
"0143-4004","PLACENTA (EASTBOURNE)","MEDICINA I","B1"
"0721-7714","PLANT CELL REPORTS (PRINT)","MEDICINA I","B1"
"0167-6857","PLANT CELL, TISSUE AND ORGAN CULTURE (PRINT)","MEDICINA I","B1"
"0032-0889","PLANT PHYSIOLOGY (BETHESDA)","MEDICINA I","A1"
"0981-9428","PLANT PHYSIOLOGY AND BIOCHEMISTRY (PARIS)","MEDICINA I","B1"
"0168-9452","PLANT SCIENCE (LIMERICK)","MEDICINA I","A2"
"0032-0935","PLANTA (HEIDELBERG","MEDICINA I","A2"
"0032-0943","PLANTA MEDICA","MEDICINA I","B2"
"1439-0221","PLANTA MEDICA (INTERNET)","MEDICINA I","B2"
"0032-1052","PLASTIC AND RECONSTRUCTIVE SURGERY (1963)","MEDICINA I","B1"
"2169-7574","PLASTIC AND RECONSTRUCTIVE SURGERY - GLOBAL OPEN","MEDICINA I","B1"
"2090-1461","PLASTIC SURGERY INTERNATIONAL (PRINT)","MEDICINA I","C"
"0953-7104","PLATELETS (EDINBURGH. PRINT)","MEDICINA I","B1"
"1544-9173","PLOS BIOLOGY","MEDICINA I","A1"
"1553-7390","PLOS GENETICS","MEDICINA I","A1"
"1553-7404","PLOS GENETICS (ONLINE)","MEDICINA I","A1"
"1549-1277","PLOS MEDICINE","MEDICINA I","A1"
"1549-1676","PLOS MEDICINE (ONLINE)","MEDICINA I","A1"
"1935-2735","PLOS NEGLECTED TROPICAL DISEASES (ONLINE)","MEDICINA I","A2"
"1935-2727","PLOS NEGLECTED TROPICAL DISEASES (PRINT)","MEDICINA I","A2"
"1932-6203","PLOS ONE","MEDICINA I","B1"
"1932-6203","PLOS ONE","MEDICINA I","B1"
"1932-6203","PLOS ONE","MEDICINA I","B1"
"1932-6203","PLOS ONE","MEDICINA I","B1"
"1932-6203","PLOS ONE","MEDICINA I","B1"
"1553-7366","PLOS PATHOGENS (ONLINE)","MEDICINA I","A1"
"1935-2727","PLSO NEGLECTED TROPICAL DISEASES","MEDICINA I","A2"
"0027-8424","PNAS. PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","MEDICINA I","A1"
"1981-4364","PNEUMOLOGIA PAULISTA","MEDICINA I","C"
"0142-9418","POLYMER TESTING","MEDICINA I","B1"
"1478-7954","POPULATION HEALTH METRICS","MEDICINA I","B1"
"0032-5473","POSTGRADUATE MEDICAL JOURNAL","MEDICINA I","B2"
"0032-5481","POSTGRADUATE MEDICINE","MEDICINA I","B2"
"1687-4757","PPAR RES","MEDICINA I","B1"
"0103-3050","PRATICA HOSPITALAR & URGENCIAS","MEDICINA I","C"
"2352-5517","PRATICAL LABORATORY MEDICINE","MEDICINA I","B4"
"2377-9888","PRECISION MEDICINE","MEDICINA I","C"
"2210-7789","PREGNANCY HYPERTENSION: AN INTERNATIONAL JOURNAL OF WOMEN'S CARDIOVASCULAR HEALTH","MEDICINA I","B2"
"1097-0223","PRENATAL DIAGNOSIS","MEDICINA I","B1"
"0197-3851","PRENATAL DIAGNOSIS (PRINT)","MEDICINA I","B1"
"0091-7435","PREVENTIVE MEDICINE","MEDICINA I","B1"
"0091-7435","PREVENTIVE MEDICINE (1972. PRINT)","MEDICINA I","B1"
"0167-5877","PREVENTIVE VETERINARY MEDICINE (PRINT)","MEDICINA I","B1"
"1751-9918","PRIMARY CARE DIABETES (PRINT)","MEDICINA I","B2"
"1471-4418","PRIMARY CARE RESPIRATORY JOURNAL (PRINT)","MEDICINA I","B1"
"2055-1010","PRIMARY CARE RESPIRATORY MEDICINE","MEDICINA I","B2"
"1518-2983","PRINCIPIA (JUIZ DE FORA)","MEDICINA I","C"
"1933-6896","PRION","MEDICINA I","B1"
"2212-8271","PROCEDIA CIRP","MEDICINA I","B3"
"1877-7058","PROCEDIA ENGINEERING","MEDICINA I","B3"
"2212-0173","PROCEDIA TECHNOLOGY","MEDICINA I","C"
"1996-756X","PROCEEDINGS OF SPIE - INTERNATIONAL SOCIETY FOR OPTICAL ENGINEERING","MEDICINA I","C"
"1546-3222","PROCEEDINGS OF THE AMERICAN THORACIC SOCIETY","MEDICINA I","B4"
"0018-9219","PROCEEDINGS OF THE IEEE","MEDICINA I","A1"
"0027-8424","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA","MEDICINA I","A1"
"1091-6490","PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA (ONLINE)","MEDICINA I","A1"
"0029-6651","PROCEEDINGS OF THE NUTRITION SOCIETY","MEDICINA I","A1"
"1359-5113","PROCESS BIOCHEMISTRY (1991)","MEDICINA I","B1"
"0033-0620","PROGRESS IN CARDIOVASCULAR DISEASES","MEDICINA I","A1"
"0278-5846","PROGRESS IN NEURO-PSYCHOPHARMACOLOGY & BIOLOGICAL PSYCHIATRY","MEDICINA I","A2"
"1875-5305","PROTEIN & PEPTIDE LETTERS","MEDICINA I","B3"
"0929-8665","PROTEIN AND PEPTIDE LETTERS","MEDICINA I","B3"
"1046-5928","PROTEIN EXPRESSION AND PURIFICATION (PRINT)","MEDICINA I","B2"
"0887-3585","PROTEINS (PRINT)","MEDICINA I","B1"
"1477-5956","PROTEOME SCIENCE","MEDICINA I","B2"
"1615-9861","PROTEOMICS","MEDICINA I","A2"
"1615-9853","PROTEOMICS (WEINHEIM. PRINT)","MEDICINA I","A2"
"0033-183X","PROTOPLASMA","MEDICINA I","B1"
"1615-6102","PROTOPLASMA (ONLINE)","MEDICINA I","B1"
"1677-0447","PRATICA HOSPITALAR (IMPRESSO)","MEDICINA I","C"
"0103-5371","PSICO (PUCRS. IMPRESSO)","MEDICINA I","C"
"1980-8623","PSICO (PUCRS. ONLINE)","MEDICINA I","C"
"1413-8271","PSICO-USF","MEDICINA I","B5"
"1413-8271","PSICO-USF (IMPRESSO)","MEDICINA I","B5"
"1807-0310","PSICOLOGIA & SOCIEDADE (ONLINE)","MEDICINA I","B4"
"2175-3520","PSICOLOGIA DA EDUCACAO (ONLINE)","MEDICINA I","C"
"1413-7372","PSICOLOGIA EM ESTUDO (IMPRESSO)","MEDICINA I","B5"
"1807-0329","PSICOLOGIA EM ESTUDO (ONLINE)","MEDICINA I","B5"
"1982-1247","PSICOLOGIA EM PESQUISA (UFJF)","MEDICINA I","C"
"1677-1168","PSICOLOGIA EM REVISTA","MEDICINA I","B4"
"1677-1168","PSICOLOGIA EM REVISTA (IMPRESSA)","MEDICINA I","B4"
"1677-7409","PSICOLOGIA HOSPITALAR","MEDICINA I","B5"
"2317-3394","PSICOLOGIA, DIVERSIDADE E SAUDE","MEDICINA I","C"
"1645-0086","PSICOLOGIA, SAUDE & DOENCAS","MEDICINA I","B5"
"1678-7153","PSICOLOGIA: REFLEXAO E CRITICA","MEDICINA I","B4"
"0102-7972","PSICOLOGIA: REFLEXAO E CRITICA (UFRGS. IMPRESSO)","MEDICINA I","B4"
"1806-3446","PSICOLOGIA: TEORIA E PESQUISA (BRASILIA. ONLINE)","MEDICINA I","B5"
"1516-3687","PSICOLOGIA: TEORIA E PRATICA (IMPRESSO)","MEDICINA I","B5"
"0103-8486","PSICOPEDAGOGIA (SAO PAULO)","MEDICINA I","B5"
"0955-8829","PSYCHIATRIC GENETICS","MEDICINA I","B2"
"1323-1316","PSYCHIATRY AND CLINICAL NEUROSCIENCES","MEDICINA I","B2"
"1323-1316","PSYCHIATRY AND CLINICAL NEUROSCIENCES (CARLTON, VIC. PRINT)","MEDICINA I","B2"
"1359-7620","PSYCHIATRY ON-LINE","MEDICINA I","C"
"0165-1781","PSYCHIATRY RESEARCH (PRINT)","MEDICINA I","B1"
"0925-4927","PSYCHIATRY RESEARCH. NEUROIMAGING","MEDICINA I","B1"
"0925-4927","PSYCHIATRY RESEARCH. NEUROIMAGING (PRINT)","MEDICINA I","B1"
"1057-9249","PSYCHO-ONCOLOGY (CHICHESTER, ENGLAND)","MEDICINA I","A2"
"1346-3500","PSYCHOGERIATRICS (TOKYO)","MEDICINA I","B3"
"0033-2917","PSYCHOLOGICAL MEDICINE (PRINT)","MEDICINA I","A1"
"2152-7199","PSYCHOLOGY","MEDICINA I","C"
"1984-3054","PSYCHOLOGY & NEUROSCIENCE (IMPRESSO)","MEDICINA I","B4"
"1983-3288","PSYCHOLOGY & NEUROSCIENCE (ONLINE)","MEDICINA I","B4"
"2152-7180","PSYCHOLOGY (IRVINE)","MEDICINA I","C"
"0893-164X","PSYCHOLOGY OF ADDICTIVE BEHAVIORS","MEDICINA I","B1"
"1179-1578","PSYCHOLOGY RESEARCH AND BEHAVIOR MANAGEMENT","MEDICINA I","B2"
"1354-8506","PSYCHOLOGY, HEALTH & MEDICINE","MEDICINA I","B2"
"0306-4530","PSYCHONEUROENDOCRINOLOGY","MEDICINA I","A1"
"0033-3158","PSYCHOPHARMACOLOGY","MEDICINA I","A2"
"1432-2072","PSYCHOPHARMACOLOGY (BERLIN. INTERNET)","MEDICINA I","A2"
"0048-5772","PSYCHOPHYSIOLOGY (NEW YORK. PRINT)","MEDICINA I","B1"
"0033-3174","PSYCHOSOMATIC MEDICINE","MEDICINA I","A2"
"0033-3190","PSYCHOTHERAPY AND PSYCHOSOMATICS","MEDICINA I","A1"
"0951-418X","PTR. PHYTOTHERAPY RESEARCH","MEDICINA I","B1"
"1662-4246","PUBLIC HEALTH GENOMICS (PRINT)","MEDICINA I","B2"
"1368-9800","PUBLIC HEALTH NUTRITION (WALLINGFORD)","MEDICINA I","B1"
"1982-1263","PUBVET (LONDRINA)","MEDICINA I","C"
"2045-8932","PULMONARY CIRCULATION","MEDICINA I","B4"
"2090-1836","PULMONARY MEDICINE","MEDICINA I","B1"
"2090-1836","PULMONARY MEDICINE","MEDICINA I","B1"
"1094-5539","PULMONARY PHARMACOLOGY & THERAPEUTICS","MEDICINA I","B1"
"1415-4315","PULMAO RJ","MEDICINA I","C"
"2176-2465","PULMAO RJ ATUALIZACOES TEMATICAS","MEDICINA I","C"
"1573-9538","PURINERGIC SIGNALLING (PRINT)","MEDICINA I","B1"
"1460-2725","QJM (OXFORD. 1994. PRINT)","MEDICINA I","B1"
"1479-1072","QUALITY IN PRIMARY CARE (PRINT)","MEDICINA I","C"
"0962-9343","QUALITY OF LIFE RESEARCH","MEDICINA I","B1"
"2223-4292","QUANTITATIVE IMAGING IN MEDICINE AND SURGERY","MEDICINA I","B5"
"0100-4042","QUIMICA NOVA","MEDICINA I","B3"
"0100-4042","QUIMICA NOVA","MEDICINA I","B3"
"0100-4042","QUIMICA NOVA (IMPRESSO)","MEDICINA I","B3"
"1678-7064","QUIMICA NOVA (ONLINE)","MEDICINA I","B3"
"1982-7849","RAC. REVISTA DE ADMINISTRACAO CONTEMPORANEA (ONLINE)","MEDICINA I","B5"
"2178-7638","RACEF ¿ REVISTA DE ADMINISTRACAO, CONTABILIDADE E ECONOMIA DA FUNDACE","MEDICINA I","C"
"0301-634X","RADIATION AND ENVIRONMENTAL BIOPHYSICS","MEDICINA I","B2"
"1350-4487","RADIATION MEASUREMENTS","MEDICINA I","B3"
"1748-717X","RADIATION ONCOLOGY (ONLINE)","MEDICINA I","B1"
"0969-806X","RADIATION PHYSICS AND CHEMISTRY (1993)","MEDICINA I","B2"
"0144-8420","RADIATION PROTECTION DOSIMETRY","MEDICINA I","B3"
"0271-5333","RADIOGRAPHICS","MEDICINA I","B1"
"0033-8419","RADIOLOGY","MEDICINA I","A1"
"2090-1941","RADIOLOGY RESEARCH AND PRACTICE","MEDICINA I","B5"
"0167-8140","RADIOTHERAPY AND ONCOLOGY","MEDICINA I","A1"
"0034-7590","RAE (IMPRESSO)","MEDICINA I","B4"
"1983-5205","RAHIS. REVISTA DE ADMINISTRACAO HOSPITALAR E INOVACAO EM SAUDE","MEDICINA I","C"
"1809-2039","RAI : REVISTA DE ADMINISTRACAO E INOVACAO","MEDICINA I","C"
"1519-1672","RAS. REVISTA DE ADMINISTRACAO EM SAUDE","MEDICINA I","C"
"0080-2107","RAUSP - REVISTA DE ADMINISTRACAO (FEA-USP)","MEDICINA I","B5"
"1983-7488","RAUSP-E (SAO PAULO)","MEDICINA I","C"
"1678-7099","RB. RADIOLOGIA BRASILEIRA","MEDICINA I","B2"
"0100-3984","RB. RADIOLOGIA BRASILEIRA (IMPRESSO)","MEDICINA I","B2"
"2177-7772","RBC - REVISTA BRASILEIRA DE CARDIOLOGIA","MEDICINA I","C"
"2177-6024","RBC - REVISTA BRASILEIRA DE CARDIOLOGIA","MEDICINA I","C"
"0034-7264","RBM. REVISTA BRASILEIRA DE MEDICINA (RIO DE JANEIRO)","MEDICINA I","B4"
"2358-2332","RBPG - REVISTA BRASILEIRA DA POS-GRADUACAO","MEDICINA I","C"
"0951-4198","RCM. RAPID COMMUNICATIONS IN MASS SPECTROMETRY","MEDICINA I","B1"
"2318-0897","RCM. REVISTA DE CIENCIAS MEDICAS","MEDICINA I","C"
"1413-2311","READ. REVISTA ELETRONICA DE ADMINISTRACAO (PORTO ALEGRE. ONLINE)","MEDICINA I","B5"
"1574-8928","RECENT PATENT REVIEWS ON ANTI-CANCER DRUG DISCOVERY","MEDICINA I","A2"
"1574-8901","RECENT PATENT REVIEWS ON CARDIOVASCULAR DRUG DISCOVERY","MEDICINA I","B2"
"1872-2083","RECENT PATENTS ON BIOTECHNOLOGY","MEDICINA I","B2"
"2212-3334","RECENT PATENTS ON ENDOCRINE, METABOLIC & IMMUNE DRUG DISCOVERY","MEDICINA I","B1"
"1872-2148","RECENT PATENTS ON ENDOCRINE, METABOLIC & IMMUNE DRUG DISCOVERY","MEDICINA I","B1"
"1876-1429","RECENT PATENTS ON FOOD, NUTRITION & AGRICULTURE","MEDICINA I","B2"
"2330-0558","RECEPTORS & CLINICAL INVESTIGATION","MEDICINA I","B5"
"1981-6278","RECIIS. REVISTA ELETRONICA DE COMUNICACAO, INFORMACAO & INOVACAO EM SAUDE (EDICAO EM PORTUGUES. ONLINE)","MEDICINA I","C"
"1307-6167","RECORDS OF NATURAL PRODUCTS","MEDICINA I","B3"
"1982-5528","REDE - REVISTA ELETRONICA DO PRODEMA","MEDICINA I","C"
"2213-2317","REDOX BIOLOGY","MEDICINA I","A1"
"1351-0002","REDOX REPORT (EDINBURGH)","MEDICINA I","B1"
"1579-1513","REEC. REVISTA ELECTRONICA DE ENSEÑANZA DE LAS CIENCIAS","MEDICINA I","C"
"1746-0751","REGENERATIVE MEDICINE (PRINT)","MEDICINA I","B1"
"2050-490X","REGENERATIVE MEDICINE RESEARCH (ONLINE)","MEDICINA I","B5"
"0167-0115","REGULATORY PEPTIDES (PRINT)","MEDICINA I","B2"
"0273-2300","REGULATORY TOXICOLOGY AND PHARMACOLOGY","MEDICINA I","B1"
"0278-4807","REHABILITATION NURSING","MEDICINA I","B2"
"2090-2867","REHABILITATION RESEARCH AND PRACTICE","MEDICINA I","B5"
"1983-5558","RELAMPA. REVISTA LATINO-AMERICANA DE MARCAPASSO E ARRITMIA","MEDICINA I","C"
"2077-1444","RELIGIONS","MEDICINA I","B4"
"1415-2762","REME. REVISTA MINEIRA DE ENFERMAGEM","MEDICINA I","C"
"0886-022X","RENAL FAILURE","MEDICINA I","B2"
"1832-3804","RENAL SOCIETY OF AUSTRALASIA JOURNAL","MEDICINA I","B4"
"1679-1916","RENOTE. REVISTA NOVAS TECNOLOGIAS NA EDUCACAO","MEDICINA I","C"
"1470-1626","REPRODUCTION (CAMBRIDGE)","MEDICINA I","B1"
"0936-6768","REPRODUCTION IN DOMESTIC ANIMALS (1990)","MEDICINA I","B2"
"1448-5990","REPRODUCTION, FERTILITY AND DEVELOPMENT (ONLINE)","MEDICINA I","B2"
"1031-3613","REPRODUCTION, FERTILITY AND DEVELOPMENT (PRINT)","MEDICINA I","B2"
"1477-7827","REPRODUCTIVE BIOLOGY AND ENDOCRINOLOGY","MEDICINA I","B1"
"1472-6483","REPRODUCTIVE BIOMEDICINE ONLINE (PRINT)","MEDICINA I","B1"
"1742-4755","REPRODUCTIVE HEALTH","MEDICINA I","B1"
"0968-8080","REPRODUCTIVE HEALTH MATTERS (PRINT)","MEDICINA I","B2"
"1933-7191","REPRODUCTIVE SCIENCES","MEDICINA I","B1"
"1933-7191","REPRODUCTIVE SCIENCES (THOUSAND OAKS, CALIF.)","MEDICINA I","B1"
"1933-7191","REPRODUCTIVE SCIENCES (THOUSAND OAKS. ONLINE)","MEDICINA I","B1"
"0890-6238","REPRODUCTIVE TOXICOLOGY (ELMSFORD, N.Y.)","MEDICINA I","B1"
"1413-2087","REPRODUCAO & CLIMATERIO","MEDICINA I","B4"
"2238-1589","RESBCAL - REVISTA DA SOCIEDADE BRASILEIRA DE CIENCIA EM ANIMAIS DE LABORATORIO","MEDICINA I","C"
"2334-1009","RESEARCH","MEDICINA I","C"
"0891-4222","RESEARCH IN DEVELOPMENTAL DISABILITIES","MEDICINA I","B2"
"0923-2508","RESEARCH IN MICROBIOLOGY (PARIS)","MEDICINA I","B2"
"1551-7411","RESEARCH IN SOCIAL & ADMINISTRATIVE PHARMACY","MEDICINA I","B2"
"1543-8627","RESEARCH IN SPORTS MEDICINE (PRINT)","MEDICINA I","B2"
"0034-5288","RESEARCH IN VETERINARY SCIENCE","MEDICINA I","B2"
"2278-4721","RESEARCH INVENTY: INTERNATIONAL JOURNAL OF ENGINEERING AND SCIENCE","MEDICINA I","C"
"2446-4740","RESEARCH ON BIOMEDICAL ENGINEERING","MEDICINA I","B5"
"2224-5766","RESEARCH ON HUMANITIES AND SOCIAL SCIENCES","MEDICINA I","C"
"1179-8475","RESEARCH REPORTS IN CLINICAL CARDIOLOGY","MEDICINA I","C"
"2236-6814","RESIDENCIA PEDIATRICA","MEDICINA I","C"
"0025-7931","RESPIRATION (BASEL)","MEDICINA I","B1"
"1423-0356","RESPIRATION (ENGLISH EDITION)","MEDICINA I","B1"
"0020-1324","RESPIRATORY CARE","MEDICINA I","B2"
"0954-6111","RESPIRATORY MEDICINE","MEDICINA I","A2"
"2213-0071","RESPIRATORY MEDICINE CASE REPORTS","MEDICINA I","B4"
"1569-9048","RESPIRATORY PHYSIOLOGY & NEUROBIOLOGY","MEDICINA I","B2"
"1465-9921","RESPIRATORY RESEARCH","MEDICINA I","A2"
"1465-993X","RESPIRATORY RESEARCH (ONLINE)","MEDICINA I","A2"
"1323-7799","RESPIROLOGY (CARLTON SOUTH. PRINT)","MEDICINA I","B1"
"0922-6028","RESTORATIVE NEUROLOGY AND NEUROSCIENCE","MEDICINA I","B1"
"2211-2839","RESULTS IN IMMUNOLOGY","MEDICINA I","B2"
"0300-9572","RESUSCITATION (LONDON, PRINT)","MEDICINA I","A1"
"0275-004X","RETINA (PHILADELPHIA, PA.)","MEDICINA I","B1"
"1935-1089","RETINAL CASES & BRIEF REPORTS","MEDICINA I","B4"
"1742-4690","RETROVIROLOGY (LONDON)","MEDICINA I","A2"
"1699-258X","REUMATOLOGIA CLINICA (BARCELONA)","MEDICINA I","B2"
